Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
131201,There is no aura of elitism,3,3,,Every child is treated fairly and equally,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,It removes the aura of elitism,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Some of the stronger pupils and pupils with less ability may not be receiving or attaining an education best suited to their ability,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Don't loose their identity,6,6,,Feel the need to be seen as coming from a particular denomination,"6,4",6,6,NA,92,92,,NA,92,92,,NA,92,92,,2,To retain their identity,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"It creates an environment for children to express their culture on to their counterpart, thus creating a mutual respect for one anothers differences",4,"4, 93",4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,So as not to create a 'them' and 'us' dilema,4,4,,To foster good relations,4,4,,Respect one another,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Some people may feel it comprises their child's identity and where they came from,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,An easier transition for the child to adjust,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"To me it doesn't seem very structured, can be confusing for a child. Does it now mean primary schools only go up the P.3 and then a child is thrust into a school which can seem quite daunting. 7 year olds mixing with 14 year olds, a big leap.","1,3","1,3",,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
256080,More choice,2,2,,Funding,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,"They are in place already, too much of a hassle to changeCan't think",c1,c1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Funding - lack of,1,1,,Funding - Cost too high,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,People are taught around their faith,7,6,7,No other I can think of,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,2,The ability to mix better,4,4,,Get to find out about each others belief systems,4,4,,Be part of a bigger society,4,4,,NA,92,92,,NA,92,92,,,"Mix together, can live together",4,4,,Tolerate eachother,4,4,,Mutual understanding,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Mix reguardless of age,4,4,,Help with uinderstanding,"4,2",4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,The inability of a child to decide it's future at a younger age,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Gives them time to grow up sowly,3,3,,When they are 14 they can travel by themselves,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,,They don't like change,5,5,,Want hings to stay as they are and no upset,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,,Big diference between a 7 year old & 14 year old,4,3,3,Might be bullying,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,
253081,That everything is available under one roof,"1,2",1,1,That it is easier to manage with friends going to the one org,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,2,More choice of schools all offering the same cirriculum,"2,3",2,94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Too many pupils - become a number not person,2,1,2,Individual needs always met,2,1,2,Coldness,"2,9",91,3,NA,92,92,,NA,92,92,,2,Loss of higher type of schools (grammar schools),2,2,,Status issue,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,Same cultural background,6,6,,Commonality,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,Don't like the idea of mixing,6,3,3,Mixing would be a dilution of the main communities,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,2,Give for better adaption into wider society,4,4,,Gain understanding of people from other backgrounds,4,4,,Develoops tolerance,4,4,,Nurtures diversity,4,4,,NA,92,92,,,Develop a tolerance of the other religion,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Bring a social aspect into learning,4,4,,Large/diverse range of ideas. When including differing cultural backgrounds,"4,2",4,4,Gain more life experience/richness develops,4,4,,NA,92,92,,NA,92,92,,3,Social skills in employment social development,"4,90",4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Cause disruption,"1,5",5,5,Time consuming,1,1,,Problem regarding who goes to where,1,1,,Conflict/safety issues,"4,5",5,"4,5",NA,92,92,,4,Not want to mi,91,8,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Gives younger children more diversity/challenge,3,3,,Children are adoptable and more susceptable to learning new ideas,2,3,3,"Allows children proper knowedge of different subjects/materials, more able to make an informed decision",3,3,,NA,92,92,,NA,92,92,,3,Children are adoptive so can adopt to change easier,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Too young - making them grow up too fast,3,3,,"Bullying aspect, safety issues",4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,Children are too young to be changing schools,3,3,,Loosing rural primary schools,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,
234058,All needs are catered for,2,1,1,Children can go to same school as friends,5,1,1,Less competition,5,92,3,NA,92,92,,NA,92,92,,3,All kids given the same opportunities,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Too large a school,"2,1",1,2,"More likely to have bullying, alcohol and drug problems",5,5,,NA,92,92,,NA,92,92,,NA,92,92,,2,Not fair n the kids who need more attention,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Depends on area we live in,1,1,,Better uinderstanding of family & moral values,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,To maintain their heritage,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,More tolerance & understanding,4,4,,First hand experience that we are all the same,4,3,4,NA,92,92,,NA,92,92,,NA,92,92,,2,To give a more peaceful future,4,4,,Children will understand them better,4,94,4,NA,92,92,,NA,92,92,,NA,92,92,,2,What is the point if they don't mix,c6,1,5,Better tolerance and understanding of eachothers differences,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Maintain their identity,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Making decisions at a better age,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Having to change school more often,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
241078,To have the system of all-ability to suit not having to go to different schools,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children losing their identity,6,6,,What way they were brought up,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,I think a lot would agree,91,94,91,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,So they learn the same about different religions,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Because of the way parents feel,94,94,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
224167,Choice,2,2,,Equality,3,3,,Changes,91,94,94,Economy,1,1,,Flexibility,"2,1",1,1,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Better community relations,4,4,,Equality,3,4,3,Children being seen all as one,3,3,,Bounding & building community,4,4,,Development & mixing of relations for community and world,4,4,,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Equality,3,3,,Mixing,4,4,,Building of communities,4,4,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Can't think of any reasons,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Can't think of any reasons,c94,91,92,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,0,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
274108,Choice,2,2,,Ability over wide range of subjects can be monitored over a period of time,2,1,,Past experience,90,94,94,NA,92,92,,NA,92,92,,3,It's the way forward,4,94,94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Culture,3,94,3,Religion,3,"3,4","3,4",Travel arrangements,1,1,,Size,"2,1",1,1,Ethos,"6,8",9,8,3,Opposed to change,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Past experience,6,6,,Culture,6,94,6,Area of NI,91,1,1,NA,92,92,,NA,92,92,,3,High religious background,"6,7",6,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Way forward,4,94,94,Change in thinking,4,94,4,Culture change - ethnic groups,4,94,4,Demographics,4,94,4,NA,92,92,,4,It may work,"4,1",94,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Way forward,4,94,94,Togetherness,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,"Board of governors have agreed to it, don't have a choice",90,1,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Set in their ways,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,No need to change schools,1,c5,1,More money - bums on seats older pupils pay more,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Ready to move on,3,94,3,Need to develop outside their environment,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,"At 11, children are mature enough to move on",3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
274116,Improves self-esteem - no longer ability classes/stigma,5,5,,Improves/motivates weaker children,2,2,,Improves social skills,5,5,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,More able children not strained,2,2,,Teahers place more emphasis/time on weaker children,2,2,,More able children loose interest/motivation,2,2,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Interaction promotes good relations/dispels fear/myths,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of influence of other views,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
195079,It's in the best interest of the children,94,94,,It promotes mutual understanding,4,4,,It offers more choice for children,2,2,,NA,92,92,,NA,92,92,,,All children would have the same range of subjects,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear,"4,5",3,"4,5",Ignorance,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear,4,4,,Ignorance,3,3,,Loss of identity,6,6,,NA,92,92,,NA,92,92,,,Able to retain identity,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Promotes mutual understanding & respect for eachother,4,4,,"Eventually in generations to come, society will be changed for the better",4,4,,Children are our future investment,4,4,,Segregation & separation is not normal,4,4,,NA,92,92,,,"Balanced, would be an advantage and bring community together",4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Promoting understanding & respect for eachother's religion,4,4,,Essential for learning social skills,"4,2",4,4,NA,92,92,,NA,92,92,,NA,92,92,,2,Can't remember,91,91,,Cannot think of anything,91,91,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of change,4,1,"4,5",Ignorance or eachother's culture/beliefs/religion,3,3,,Loss of identity within society,8,8,,Sectarianism,3,3,,NA,92,92,,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Children are not ready at 11 yrs to decide future,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
241083,Pupils would have access to all subjects in their choice of school,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Resembles comprehensive system which does not work as well,2,1,1,Logistically difficult to implement,1,1,,Pressure on staff,"2,1",1,2,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It is the traditional way and has worked until now,6,6,,We want our children to have the best religious instruction,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Prepares children for uni and the workpolace,"4,2",4,4,Furthers integration of our society,4,4,,Children experience other culture and religions,4,4,,NA,92,92,,NA,92,92,,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,There is little point in partnerships if real interaction does not occur,"5,c5",1,5,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Need to share facilities or resources - no need to integrate pupils,"1,2",1,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,No upheaval of changinf schools at 11,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Different ages require different needs,3,1,3,Too diverse a rango of pupils to work,3,1,3,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
142123,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Some people don’t want to change,1,1,,Don't want to move on,3,1,8,Keep things the way they are,1,1,,NA,92,92,,NA,92,92,,3,Don't want to integrate,94,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Don’t want to mix other religions,6,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Would let children get to know the culture,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Move on. Get out and move on,4,94,,Want to get everyone to mix more,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,To get to know the other better,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,More mixing - getting everyone together,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Don't like integration,"3,8",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Don't want to mix,"3,8",8,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,More mature in this age gap,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,It would sut some people,3,94,94,Older leaving junior school,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Keep it the way it is,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
257082,Social integration,"4,5",4,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Some may think that it could have an impact on certain abilities,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Cultural,6,94,6,Tradition,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Social integration,4,4,,To stop segregation,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Social integration,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Possibility of having to move schoolmore than twice,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
